,CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
72339,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-03,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0.0,0.0
72340,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-04,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0.0,0.0
72341,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-05,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0.0,0.0
72342,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-06,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0.0,0.0
72343,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-07,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72344,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-08,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72345,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-09,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72346,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-10,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72347,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-11,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72348,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-12,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72349,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-13,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72350,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-14,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72351,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-15,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72352,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-16,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72353,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-17,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72354,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-18,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72355,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-19,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72356,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-20,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72357,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-21,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72358,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-22,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72359,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-23,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72360,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-24,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72361,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-25,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72362,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-26,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72363,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-27,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72364,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-28,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72365,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-02-29,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72366,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-01,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,16.67,16.67,21.43,21.43,15.56,15.56,17.95,17.95,0.0,0.0
72367,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-02,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,19.44,19.44,25.0,25.0,17.22,17.22,19.87,19.87,0.0,0.0
72368,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-03,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,19.44,19.44,25.0,25.0,17.22,17.22,19.87,19.87,0.0,0.0
72369,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-04,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,19.44,19.44,25.0,25.0,17.22,17.22,19.87,19.87,0.0,0.0
72370,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-05,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,19.44,19.44,25.0,25.0,17.22,17.22,19.87,19.87,0.0,0.0
72371,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-06,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,19.44,19.44,25.0,25.0,17.22,17.22,19.87,19.87,0.0,0.0
72372,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-07,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,19.44,19.44,25.0,25.0,17.22,17.22,19.87,19.87,0.0,0.0
72373,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-08,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,19.44,19.44,25.0,25.0,17.22,17.22,19.87,19.87,0.0,0.0
72374,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-09,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,19.44,19.44,25.0,25.0,17.22,17.22,19.87,19.87,0.0,0.0
72375,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-10,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,19.44,19.44,25.0,25.0,17.22,17.22,19.87,19.87,0.0,0.0
72376,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-11,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,19.44,19.44,25.0,25.0,17.22,17.22,19.87,19.87,0.0,0.0
72377,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-12,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,0.0,,0.0,,,2.0,1.0,1.0,2.0,,,0.0,,,,,0.0,0.0,23.15,23.15,32.14,32.14,22.78,22.78,26.28,26.28,0.0,0.0
72378,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-13,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,3.0,0.0,,0.0,,,2.0,1.0,1.0,2.0,,,0.0,,,,,1.0,0.0,29.63,29.63,44.05,44.05,26.67,26.67,30.77,30.77,0.0,0.0
72379,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,3.0,0.0,,0.0,,,2.0,1.0,1.0,2.0,,,0.0,,,,,1.0,0.0,29.63,29.63,44.05,44.05,26.67,26.67,30.77,30.77,0.0,0.0
72380,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-15,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,3.0,0.0,,0.0,,,2.0,1.0,1.0,2.0,,,0.0,,,,,1.0,0.0,29.63,29.63,44.05,44.05,26.67,26.67,30.77,30.77,0.0,0.0
72381,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-16,3.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,,0.0,,1.0,1.0,3.0,0.0,,0.0,,,2.0,1.0,1.0,2.0,,,0.0,,,,,1.0,0.0,51.39,51.39,64.52,64.52,39.72,39.72,45.83,45.83,0.0,0.0
72382,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-17,3.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,,0.0,,1.0,1.0,3.0,0.0,,1.0,,,2.0,1.0,1.0,2.0,,,0.0,,,,,4.0,0.0,59.72,59.72,70.24,70.24,48.06,48.06,51.6,51.6,25.0,25.0
72383,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-18,3.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,,1.0,1.0,3.0,0.0,,1.0,,,2.0,1.0,1.0,2.0,,,0.0,,,,,9.0,0.0,64.35,64.35,78.57,78.57,50.83,50.83,54.81,54.81,25.0,25.0
72384,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-19,3.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,,1.0,1.0,3.0,0.0,,1.0,,,2.0,1.0,1.0,2.0,,,0.0,,,,,12.0,0.0,64.35,64.35,78.57,78.57,50.83,50.83,54.81,54.81,25.0,25.0
72385,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-20,3.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,,1.0,1.0,3.0,1.0,0.0,2.0,825000000.0,,2.0,1.0,1.0,2.0,175000000.0,,0.0,,,,,15.0,0.0,64.35,64.35,78.57,78.57,55.83,55.83,54.81,54.81,62.5,62.5
72386,United States,USA,Alaska,US_AK,STATE_TOTAL,2020-03-21,3.0,1.0,2.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,,1.0,1.0,3.0,1.0,0.0,2.0,,,2.0,1.0,1.0,2.0,,,0.0,,,,,16.0,0.0,65.28,65.28,75.0,75.0,56.39,56.39,55.45,55.45,62.5,62.5
